Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with De'Andre Hunter,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Shared Games with Thomas Bryant,Aaron Gordon,Bruce Brown,Christian Braun,Collin Gillespie,DeAndre Jordan,Donovan Williams,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Thomas Bryant,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,co_inf with Collin Gillespie,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
33,33,30,2022-12-21,32-249,LAC,,CHO,W (+21),1,21:45,3.0,5.0,.600,2.0,4.0,.500,2,2.0,1.000,0.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,10.0,8.6,+22,1.0,1.0,1.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,7.0,85.0,1.7346938775510203,7.799999999999997,97.3,1.9857142857142858
34,34,31,2022-12-23,32-251,LAC,@,PHI,L (-5),1,25:10,2.0,6.0,.333,0.0,4.0,.000,0,0.0,,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,4.0,2.6,-13,2.0,2.0,1.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,2.0,81.0,1.653061224489796,2.6,96.3,1.9653061224489796
35,35,32,2022-12-26,32-254,LAC,@,DET,W (+11),1,19:06,5.0,6.0,.833,2.0,2.0,1.000,2,2.0,1.000,0.0,1.0,1.0,2.0,1.0,0.0,2.0,5.0,14.0,10.5,+9,4.0,3.0,0.75,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,8.0,86.0,1.7551020408163265,9.7,94.0,1.9183673469387754
36,36,33,2022-12-27,32-255,LAC,@,TOR,W (+11),1,31:26,9.0,15.0,.600,2.0,6.0,.333,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,20.0,13.7,+6,9.0,7.0,0.7777777777777778,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,8.0,105.0,2.142857142857143,13.7,108.7,2.2183673469387757
37,37,34,2022-12-29,32-257,LAC,@,BOS,L (-6),1,24:08,3.0,9.0,.333,2.0,6.0,.333,0,0.0,,1.0,3.0,4.0,3.0,0.0,0.0,1.0,2.0,8.0,4.8,-3,3.0,1.0,0.3333333333333333,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,5.0,70.0,1.4285714285714286,4.799999999999999,81.79999999999998,1.6693877551020404
38,38,35,2022-12-31,32-259,LAC,@,IND,L (-1),1,32:34,4.0,7.0,.571,2.0,4.0,.500,3,3.0,1.000,0.0,4.0,4.0,3.0,0.0,1.0,2.0,3.0,13.0,10.5,-1,3.0,2.0,0.6666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,9.0,104.0,2.122448979591837,9.3,107.4,2.1918367346938776
39,39,36,2023-01-02,32-261,LAC,,MIA,L (-10),1,29:49,4.0,10.0,.400,0.0,1.0,.000,1,1.0,1.000,0.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,9.0,7.7,-2,9.0,4.0,0.4444444444444444,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,5.0,105.0,2.142857142857143,7.299999999999999,109.29999999999998,2.2306122448979586
40,40,37,2023-01-05,32-264,LAC,@,DEN,L (-31),1,17:58,1.0,6.0,.167,0.0,5.0,.000,0,0.0,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.6,-25,1.0,1.0,1.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,0.0,109.0,2.224489795918368,0.6,113.89999999999998,2.324489795918367
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,0.0,0.0,0.0,0.0,0.0
42,41,38,2023-01-06,32-265,LAC,@,MIN,L (-13),1,17:57,1.0,9.0,.111,0.0,2.0,.000,0,0.0,,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,-0.5,-15,7.0,1.0,0.1428571428571428,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,-2.0,84.0,1.7142857142857142,-0.5000000000000006,100.59999999999998,2.0530612244897957
43,42,39,2023-01-08,32-267,LAC,,ATL,L (-4),0,7:40,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,-13,1.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,-2.0,79.0,1.6122448979591837,-1.4,95.7,1.953061224489796
44,43,,2023-01-10,32-269,LAC,,DAL,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,85.0,1.7346938775510203,0.0,101.2,2.0653061224489795
45,44,,2023-01-13,32-272,LAC,,DEN,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,88.0,1.7959183673469388,0.0,102.9,2.1
46,45,40,2023-01-15,32-274,LAC,,HOU,W (+21),0,15:24,2.0,5.0,.400,0.0,2.0,.000,0,0.0,,1.0,1.0,2.0,5.0,2.0,0.0,5.0,1.0,4.0,2.4,+8,3.0,2.0,0.6666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,3.0,69.0,1.4081632653061225,2.4000000000000004,91.7,1.8714285714285714
47,46,41,2023-01-17,32-276,LAC,,PHI,L (-10),0,13:51,3.0,5.0,.600,1.0,1.0,1.000,0,0.0,,0.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,7.0,8.4,-12,4.0,2.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,8.0,107.0,2.183673469387755,8.4,118.79999999999998,2.424489795918367
48,47,42,2023-01-18,32-277,LAC,@,UTA,L (-23),0,19:40,4.0,12.0,.333,3.0,7.0,.429,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,11.0,5.2,-10,5.0,1.0,0.2,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,2.0,81.0,1.653061224489796,5.200000000000001,101.1,2.063265306122449
49,48,43,2023-01-20,32-279,LAC,@,SAS,W (+5),0,22:46,4.0,11.0,.364,1.0,5.0,.200,4,4.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,13.0,5.6,-7,6.0,3.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,-2.0,76.0,1.5510204081632653,4.000000000000002,85.79999999999998,1.751020408163265
50,49,44,2023-01-22,32-281,LAC,@,DAL,W (+14),0,15:11,4.0,7.0,.571,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,10.0,6.2,+2,4.0,2.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,4.0,61.0,1.2448979591836735,6.199999999999999,65.0,1.3265306122448979
