Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Amir Coffey,Shared Games with Brandon Boston Jr.,Shared Games with Ivica Zubac,Shared Games with Jason Preston,Shared Games with John Wall,Shared Games with Kawhi Leonard,Shared Games with Luke Kennard,Shared Games with Marcus Morris,Shared Games with Moses Brown,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Brandon Boston Jr.,Ivica Zubac,Jason Preston,John Wall,Kawhi Leonard,Luke Kennard,Marcus Morris,Moses Brown,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Brandon Boston Jr.,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with John Wall,co_inf with Kawhi Leonard,co_inf with Luke Kennard,co_inf with Marcus Morris,co_inf with Moses Brown,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with De'Andre Hunter,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with P.J. Washington,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Christian Braun,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Shared Games with Thomas Bryant,Aaron Gordon,Bruce Brown,Christian Braun,Collin Gillespie,DeAndre Jordan,Donovan Williams,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Thomas Bryant,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bruce Brown,co_inf with Christian Braun,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,co_inf with Collin Gillespie,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,45,2023-01-24,32-283,LAC,@,LAL,W (+18),0,25:46,7.0,13.0,.538,4.0,7.0,.571,1,1.0,1.000,0.0,3.0,3.0,5.0,0.0,0.0,2.0,2.0,19.0,14.3,+11,6.0,3.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,11.0,81.0,1.653061224489796,13.900000000000002,90.9,1.8551020408163266
52,51,46,2023-01-26,32-285,LAC,,SAS,W (+38),0,15:56,5.0,10.0,.500,0.0,3.0,.000,2,2.0,1.000,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,12.0,10.3,+16,7.0,5.0,0.7142857142857143,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,5.0,94.0,1.918367346938776,9.5,107.80000000000004,2.2000000000000006
53,52,47,2023-01-28,32-287,LAC,@,ATL,W (+7),0,21:38,6.0,9.0,.667,4.0,7.0,.571,0,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,16.0,13.8,+7,2.0,2.0,1.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,10.0,101.0,2.061224489795918,13.8,121.7,2.4836734693877554
54,53,,2023-01-29,32-288,LAC,@,CLE,L (-23),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,112.0,2.2857142857142856,0.0,124.70000000000005,2.5448979591836745
55,54,48,2023-01-31,32-290,LAC,@,CHI,W (+5),0,27:22,1.0,9.0,.111,0.0,3.0,.000,0,0.0,,1.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,1.5,+13,6.0,1.0,0.1666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,2.0,44.0,0.8979591836734694,1.5,58.8,1.2
56,55,49,2023-02-02,32-292,LAC,@,MIL,L (-1),0,24:40,3.0,9.0,.333,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,8.0,3.8,-18,4.0,1.0,0.25,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,3.0,127.0,2.591836734693877,3.799999999999999,139.0,2.836734693877551
57,56,50,2023-02-04,32-294,LAC,@,NYK,W (+6),0,14:30,2.0,7.0,.286,0.0,4.0,.000,0,0.0,,0.0,2.0,2.0,4.0,1.0,0.0,2.0,1.0,4.0,1.9,-1,3.0,2.0,0.6666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,2.0,53.0,1.0816326530612246,1.9,69.3,1.4142857142857141
58,57,51,2023-02-06,32-296,LAC,@,BRK,W (+8),0,26:38,5.0,10.0,.500,2.0,4.0,.500,0,0.0,,1.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,12.0,11.6,+27,6.0,3.0,0.5,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,9.0,93.0,1.8979591836734693,11.599999999999998,104.6,2.1346938775510202
59,58,52,2023-02-08,32-298,LAC,,DAL,L (-6),0,17:16,3.0,5.0,.600,1.0,2.0,.500,0,0.0,,1.0,1.0,2.0,3.0,0.0,0.0,2.0,2.0,7.0,5.0,-7,3.0,2.0,0.6666666666666666,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,5.0,87.0,1.7755102040816326,4.999999999999999,92.2,1.8816326530612246
60,59,,2023-02-10,32-300,CHO,@,BOS,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,92.0,1.877551020408164,0.0,97.7,1.9938775510204083
61,60,,2023-02-11,32-301,CHO,,DEN,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,84.0,1.7142857142857142,0.0,92.29999999999998,1.8836734693877548
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-15,32-305,DEN,,DAL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,,43.0,0.8775510204081632,0.0,53.20000000000001,1.0857142857142859
64,62,53,2023-02-23,32-313,DEN,@,CLE,W (+6),0,18:20,2.0,8.0,.250,1.0,4.0,.250,2,2.0,1.000,0.0,4.0,4.0,2.0,0.0,0.0,1.0,3.0,7.0,2.6,-7,4.0,1.0,0.25,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,2.0,94.0,1.918367346938776,1.8000000000000007,106.5,2.173469387755102
65,63,54,2023-02-25,32-315,DEN,@,MEM,L (-18),0,18:44,3.0,9.0,.333,2.0,6.0,.333,0,0.0,,1.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,8.0,4.8,-15,3.0,1.0,0.3333333333333333,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,4.0,98.0,2.0,4.799999999999999,110.9,2.2632653061224492
66,64,55,2023-02-26,32-316,DEN,,LAC,W (+10),0,19:01,2.0,6.0,.333,2.0,5.0,.400,1,2.0,.500,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,7.0,7.7,-3,1.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,5.0,89.0,1.816326530612245,7.300000000000002,98.30000000000004,2.0061224489795926
67,65,56,2023-02-28,32-318,DEN,@,HOU,W (+21),0,25:23,4.0,11.0,.364,1.0,4.0,.250,0,0.0,,0.0,0.0,0.0,8.0,2.0,0.0,1.0,1.0,9.0,9.1,+1,7.0,3.0,0.4285714285714285,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,7.0,70.0,1.4285714285714286,9.1,91.00000000000004,1.857142857142858
68,66,57,2023-03-03,32-321,DEN,,MEM,W (+16),0,19:06,0.0,7.0,.000,0.0,6.0,.000,1,2.0,.500,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,-6.1,+3,1.0,0.0,0.0,34,15,52,10,29,28,32,45,28,12,49,45,40,32,51,50.0,22.0,76.0,14.0,34.0,52.0,59.0,65.0,36.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.68,0.6818181818181818,0.6842105263157895,0.7142857142857143,0.8529411764705882,0.5384615384615384,0.5423728813559322,0.6923076923076923,0.7777777777777778,0.5454545454545454,0.6282051282051282,0.75,0.7142857142857143,0.6666666666666666,0.6296296296296297,0.0,14,3,27,21,20,39,15,30,18,19,17,19,35,24,31,28,22,12,19,13,13,19,4,9,2,12,11,12,12,12,6,10,4,9,68.0,80.0,76.0,,39.0,2.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,59.0,60.0,53.0,0.1764705882352941,0.1625,0.1710526315789473,0.1025641025641025,0.2093023255813953,0.1176470588235294,0.1846153846153846,0.1964285714285714,0.1578947368421052,0.1935483870967742,0.1739130434782608,0.2608695652173913,0.1666666666666666,0.0754716981132075,,0.0,0.1525423728813559,49,-8.0,58.0,1.183673469387755,-6.5,62.50000000000001,1.2755102040816328
