Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,Shared Games with Davon Reed,Shared Games with D'Angelo Russell,Shared Games with Jarred Vanderbilt,Shared Games with Malik Beasley,Shared Games with Mo Bamba,D'Angelo Russell,Davon Reed,Jarred Vanderbilt,Malik Beasley,Mo Bamba,Onyeka Okongwu,Shaquille Harrison,co_inf with Davon Reed,co_inf with D'Angelo Russell,co_inf with Jarred Vanderbilt,co_inf with Malik Beasley,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Shaquille Harrison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,0.0,0.0,0.0,0.0,0.0
42,41,32,2023-01-09,25-289,LAL,@,DEN,L (-13),0,19:15,4.0,6.0,.667,1.0,1.0,1.000,0,0.0,,2.0,3.0,5.0,0.0,0.0,2.0,1.0,0.0,9.0,9.1,-8,5.0,3.0,0.6,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,9.0,66.0,3.142857142857143,9.1,69.39999999999999,3.3047619047619046
43,42,33,2023-01-12,25-292,LAL,,DAL,L (-4),0,33:04,6.0,8.0,.750,1.0,2.0,.500,1,2.0,.500,2.0,5.0,7.0,0.0,2.0,2.0,0.0,3.0,14.0,15.5,+9,6.0,5.0,0.8333333333333334,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,15.0,84.0,4.0,15.099999999999994,62.29999999999999,2.9666666666666663
44,43,34,2023-01-15,25-295,LAL,,PHI,L (-1),0,26:18,7.0,11.0,.636,0.0,1.0,.000,0,0.0,,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,14.0,9.6,+4,10.0,7.0,0.7,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,6.0,72.0,3.4285714285714284,9.6,77.1,3.6714285714285713
45,44,35,2023-01-16,25-296,LAL,,HOU,W (+8),0,24:07,5.0,8.0,.625,0.0,1.0,.000,4,4.0,1.000,5.0,4.0,9.0,1.0,1.0,2.0,0.0,6.0,14.0,15.8,+15,7.0,5.0,0.7142857142857143,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,15.0,57.0,2.7142857142857144,14.199999999999994,77.90000000000002,3.7095238095238106
46,45,36,2023-01-18,25-298,LAL,,SAC,L (-5),0,23:33,5.0,8.0,.625,0.0,1.0,.000,0,0.0,,3.0,3.0,6.0,1.0,1.0,1.0,1.0,3.0,10.0,9.6,-3,7.0,5.0,0.7142857142857143,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,10.0,72.0,3.4285714285714284,9.599999999999998,82.8,3.9428571428571426
47,46,37,2023-01-20,25-300,LAL,,MEM,W (+1),0,21:52,2.0,5.0,.400,0.0,1.0,.000,1,2.0,.500,1.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,5.0,2.2,-13,4.0,2.0,0.5,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,3.0,86.0,4.095238095238095,1.8000000000000005,77.4,3.685714285714286
48,47,38,2023-01-22,25-302,LAL,@,POR,W (+9),0,12:00,2.0,2.0,1.000,0.0,0.0,,0,2.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,-1.6,-2,2.0,2.0,1.0,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,-3.0,77.0,3.6666666666666665,-1.6000000000000003,91.2,4.342857142857143
49,48,39,2023-01-24,25-304,LAL,,LAC,L (-18),0,14:06,4.0,6.0,.667,0.0,0.0,,0,3.0,.000,4.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,8.0,6.8,-12,6.0,4.0,0.6666666666666666,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,5.0,70.0,3.333333333333333,6.799999999999999,94.3,4.4904761904761905
50,49,40,2023-01-25,25-305,LAL,,SAS,W (+9),0,0:45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,1.0,100.0,4.761904761904762,0.3,97.6,4.647619047619047
51,50,,2023-01-28,25-308,LAL,@,BOS,L (-4),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,79.0,3.761904761904762,0.0,88.6,4.219047619047619
52,51,41,2023-01-30,25-310,LAL,@,BRK,L (-17),0,15:58,5.0,10.0,.500,0.0,2.0,.000,1,2.0,.500,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,7.2,-18,8.0,5.0,0.625,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,3.0,78.0,3.7142857142857135,6.8,71.19999999999999,3.39047619047619
53,52,,2023-01-31,25-311,LAL,@,NYK,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,90.0,4.285714285714286,0.0,95.7,4.557142857142857
54,53,,2023-02-02,25-313,LAL,@,IND,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,77.0,3.6666666666666665,0.0,83.10000000000001,3.9571428571428577
55,54,42,2023-02-04,25-315,LAL,@,NOP,L (-5),0,6:25,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.3,-2,1.0,1.0,1.0,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,0.0,79.0,3.761904761904762,0.2999999999999998,87.30000000000001,4.1571428571428575
56,55,,2023-02-07,25-318,LAL,,OKC,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,89.0,4.238095238095238,0.0,90.5,4.309523809523809
57,56,43,2023-02-09,25-320,LAL,,MIL,L (-9),0,28:39,3.0,5.0,.600,0.0,1.0,.000,0,2.0,.000,2.0,2.0,4.0,0.0,0.0,0.0,1.0,3.0,6.0,2.7,-3,4.0,3.0,0.75,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,2.0,89.0,4.238095238095238,2.7,90.79999999999998,4.323809523809523
58,57,44,2023-02-11,25-322,LAL,@,GSW,W (+6),0,12:09,3.0,4.0,.750,0.0,1.0,.000,0,0.0,,2.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,6.0,5.3,-4,3.0,3.0,1.0,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,5.0,47.0,2.238095238095238,5.300000000000001,54.60000000000001,2.6000000000000005
59,58,45,2023-02-13,25-324,LAL,@,POR,L (-12),0,12:31,2.0,4.0,.500,0.0,0.0,,3,4.0,.750,5.0,2.0,7.0,2.0,0.0,0.0,1.0,3.0,7.0,7.9,-1,4.0,2.0,0.5,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,7.0,66.0,3.142857142857143,6.7,55.99999999999999,2.6666666666666665
60,59,46,2023-02-15,25-326,LAL,,NOP,W (+18),0,3:51,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4,-2,0.0,0.0,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,0.0,81.0,3.857142857142857,-0.4,93.5,4.4523809523809526
61,60,47,2023-02-23,25-334,LAL,,GSW,W (+13),0,6:59,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-15,0.0,0.0,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,0.0,101.0,4.809523809523809,-0.4,86.0,4.095238095238095
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,44,53,7,16,54,26,32,42,42,11,37,35,39,6,30,63,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,0.7857142857142857,0.828125,1.0,0.3902439024390244,0.8181818181818182,0.5,0.4571428571428571,0.7636363636363637,0.75,0.3235294117647059,0.902439024390244,0.5223880597014925,0.5342465753424658,1.0,0.0,0.5084745762711864,,0.8289473684210527,7,13,24,24,7,71.0,43.0,78.0,81.0,49.0,80.0,5.0,0.1627906976744186,0.1830985915492957,0.3076923076923077,0.2962962962962963,0.1428571428571428,0.0,0.0,21,,0.0,0.0,0.0,0.0,0.0
