Rk,G,Date,Age,Tm,Opp,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Justin Champagnie,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Otto Porter Jr.,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Ron Harper Jr.,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Otto Porter Jr.,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Otto Porter Jr.,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Shared Games with Jakob Poeltl,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS,Co_Points_Share,New Column,Result
1.0,1.0,2022-10-19,23-274,TOR,CLE,1,36.98333333333333,5.0,12.0,.417,4.0,8.0,.500,5,7.0,.714,3.0,2.0,5.0,0.0,1.0,0.0,1.0,1.0,19.0,14.1,+3,4.0,1.0,0.25,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,5.0,60.0,3.333333333333333,12.100000000000003,72.89999999999999,4.05,0.124054462934947,W (+3),W (+3)
2.0,2.0,2022-10-21,23-276,TOR,BRK,1,35.96666666666667,6.0,16.0,.375,2.0,7.0,.286,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,14.0,6.5,-9,9.0,4.0,0.4444444444444444,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,0.0,76.0,4.222222222222222,6.5,88.29999999999998,4.905555555555555,0.124054462934947,L (-4),L (-4)
3.0,3.0,2022-10-22,23-277,TOR,MIA,1,38.91666666666666,7.0,18.0,.389,5.0,12.0,.417,4,6.0,.667,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,23.0,14.6,-6,6.0,2.0,0.3333333333333333,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,4.0,75.0,4.166666666666667,13.0,80.8,4.488888888888889,0.124054462934947,L (-3),L (-3)
4.0,4.0,2022-10-24,23-279,TOR,MIA,1,42.21666666666667,7.0,19.0,.368,4.0,12.0,.333,0,0.0,,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,18.0,9.2,+5,7.0,3.0,0.4285714285714285,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,2.0,83.0,4.611111111111111,9.2,74.2,4.122222222222223,0.124054462934947,W (+8),W (+8)
5.0,5.0,2022-10-26,23-281,TOR,PHI,1,35.45,11.0,16.0,.688,5.0,10.0,.500,0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,27.0,19.8,+2,6.0,6.0,1.0,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,11.0,105.0,5.833333333333333,19.8,97.6,5.422222222222222,0.124054462934947,W (+10),W (+10)
6.0,6.0,2022-10-28,23-283,TOR,PHI,1,32.95,6.0,15.0,.400,2.0,7.0,.286,0,0.0,,1.0,3.0,4.0,3.0,1.0,0.0,2.0,0.0,14.0,8.6,-25,8.0,4.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,5.0,67.0,3.7222222222222223,8.599999999999994,68.39999999999999,3.8,0.124054462934947,L (-22),L (-22)
7.0,7.0,2022-10-31,23-286,TOR,ATL,1,36.81666666666667,7.0,16.0,.438,2.0,6.0,.333,5,6.0,.833,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,21.0,15.6,+28,10.0,5.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,4.0,107.0,5.944444444444445,13.6,110.7,6.15,0.124054462934947,W (+30),W (+30)
8.0,8.0,2022-11-02,23-288,TOR,SAS,1,26.2,9.0,17.0,.529,2.0,6.0,.333,4,4.0,1.000,2.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,24.0,20.0,+35,11.0,7.0,0.6363636363636364,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,10.0,113.0,6.277777777777778,18.4,111.7,6.205555555555556,0.124054462934947,W (+43),W (+43)
9.0,9.0,2022-11-04,23-290,TOR,DAL,1,36.46666666666667,3.0,12.0,.250,1.0,7.0,.143,5,6.0,.833,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,12.0,2.6,-7,5.0,2.0,0.4,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-7.0,71.0,3.9444444444444446,0.6000000000000005,78.80000000000001,4.377777777777778,0.124054462934947,L (-1),L (-1)
10.0,10.0,2022-11-06,23-292,TOR,CHI,1,20.566666666666663,4.0,11.0,.364,1.0,5.0,.200,3,5.0,.600,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,12.0,7.4,-25,6.0,3.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,0.0,92.0,5.111111111111111,6.199999999999999,102.8,5.711111111111111,0.124054462934947,W (+9),W (+9)
11.0,11.0,2022-11-07,23-293,TOR,CHI,1,32.68333333333333,7.0,12.0,.583,2.0,4.0,.500,3,3.0,1.000,0.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,19.0,18.0,-2,8.0,5.0,0.625,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,13.0,58.0,3.2222222222222223,16.8,58.3,3.238888888888889,0.124054462934947,L (-14),L (-14)
12.0,12.0,2022-11-09,23-295,TOR,HOU,1,29.65,4.0,8.0,.500,1.0,4.0,.250,2,2.0,1.000,0.0,1.0,1.0,4.0,1.0,0.0,2.0,4.0,11.0,7.5,+2,4.0,3.0,0.75,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,5.0,94.0,5.222222222222222,6.699999999999999,102.0,5.666666666666667,0.124054462934947,W (+7),W (+7)
13.0,13.0,2022-11-11,23-297,TOR,OKC,1,23.53333333333333,4.0,10.0,.400,0.0,2.0,.000,4,5.0,.800,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,12.0,8.5,-8,8.0,4.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,1.0,67.0,3.7222222222222223,6.9,84.80000000000001,4.711111111111112,0.124054462934947,L (-19),L (-19)
14.0,14.0,2022-11-12,23-298,TOR,IND,1,19.5,1.0,13.0,.077,0.0,5.0,.000,4,6.0,.667,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,-2.9,-17,8.0,1.0,0.125,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-11.0,67.0,3.7222222222222223,-4.5,77.19999999999997,4.288888888888888,0.124054462934947,L (-14),L (-14)
15.0,,2022-11-14,23-300,TOR,DET,Did Not Play,0.0,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,115.0,6.388888888888889,0.0,108.9,6.050000000000001,0.124054462934947,W (+4),W (+4)
16.0,,2022-11-16,23-302,TOR,MIA,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,81.0,4.5,0.0,86.9,4.827777777777778,0.124054462934947,W (+8),W (+8)
17.0,,2022-11-19,23-305,TOR,ATL,,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,,89.0,4.944444444444445,0.0,107.1,5.949999999999999,0.124054462934947,L (-2),L (-2)
18.0,15.0,2022-11-23,23-309,TOR,BRK,1,30.716666666666665,6.0,19.0,.316,1.0,8.0,.125,6,9.0,.667,1.0,0.0,1.0,3.0,3.0,0.0,3.0,1.0,19.0,9.3,-12,11.0,5.0,0.4545454545454545,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-5.0,42.0,2.333333333333333,6.899999999999997,53.8,2.988888888888889,0.124054462934947,L (-14),L (-14)
19.0,16.0,2022-11-26,23-312,TOR,DAL,1,27.433333333333334,3.0,12.0,.250,1.0,5.0,.200,2,2.0,1.000,0.0,4.0,4.0,3.0,4.0,0.0,1.0,1.0,9.0,7.7,+2,7.0,2.0,0.2857142857142857,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,5.0,73.0,4.055555555555555,6.9,69.4,3.855555555555556,0.124054462934947,W (+5),W (+5)
20.0,17.0,2022-11-28,23-314,TOR,CLE,0,25.866666666666667,4.0,9.0,.444,2.0,5.0,.400,4,5.0,.800,2.0,5.0,7.0,1.0,1.0,0.0,3.0,4.0,14.0,8.9,+2,4.0,2.0,0.5,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,6.0,76.0,4.222222222222222,7.299999999999999,73.7,4.094444444444445,0.124054462934947,W (+12),W (+12)
21.0,18.0,2022-11-30,23-316,TOR,NOP,0,33.45,12.0,20.0,.600,6.0,11.0,.545,5,7.0,.714,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,35.0,27.6,-15,9.0,6.0,0.6666666666666666,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,12.0,77.0,4.277777777777778,25.6,64.69999999999999,3.594444444444444,0.124054462934947,,
22.0,19.0,2022-12-02,23-318,TOR,BRK,0,25.58333333333333,6.0,11.0,.545,2.0,6.0,.333,2,2.0,1.000,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,16.0,12.3,-1,5.0,4.0,0.8,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,5.0,39.0,2.1666666666666665,11.499999999999998,50.400000000000006,2.8000000000000003,0.124054462934947,L (-18),L (-18)
23.0,20.0,2022-12-03,23-319,TOR,ORL,0,28.266666666666666,2.0,10.0,.200,1.0,7.0,.143,0,0.0,,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,-0.6,-12,3.0,1.0,0.3333333333333333,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,-2.0,88.0,4.888888888888889,-0.6000000000000008,98.5,5.472222222222222,0.124054462934947,L (-9),L (-9)
24.0,21.0,2022-12-05,23-321,TOR,BOS,0,26.433333333333334,7.0,10.0,.700,3.0,3.0,1.000,3,4.0,.750,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,20.0,18.0,+4,7.0,4.0,0.5714285714285714,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,10.0,48.0,2.6666666666666665,16.8,57.7,3.205555555555556,0.124054462934947,W (+13),W (+13)
25.0,22.0,2022-12-07,23-323,TOR,LAL,0,33.43333333333333,6.0,15.0,.400,2.0,9.0,.222,4,5.0,.800,0.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,18.0,8.9,+16,6.0,4.0,0.6666666666666666,61,46,24,54,15,6,35,3,15,40,55,7,58,48,6,63,45,76.0,58.0,31.0,69.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,8.0,71.0,55.0,9.0,77.0,54.0,0.8026315789473685,0.7931034482758621,0.7741935483870968,0.782608695652174,0.6,0.6666666666666666,0.8333333333333334,0.6,0.75,0.7547169811320755,0.8208955223880597,0.875,0.8169014084507042,0.8727272727272727,0.6666666666666666,0.8181818181818182,0.8333333333333334,17,72.0,69.0,0.2361111111111111,0.0,18,0.0,85.0,4.722222222222222,7.300000000000001,86.9,4.827777777777778,0.124054462934947,L (-6),L (-6)
