Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Shared Games with James Wiseman,Shared Games with Cameron Johnson,Shared Games with Dorian Finney-Smith,Shared Games with Mikal Bridges,Shared Games with Spencer Dinwiddie,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Dru Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Moses Brown,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,co_inf with Alondes Williams,co_inf with Cameron Johnson,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Moses Brown,co_inf with RaiQuan Gray,co_inf with Spencer Dinwiddie,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
33,33,,2022-12-20,28-254,DET,,UTA,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,70.0,1.9444444444444444,0.0,80.79999999999998,2.244444444444444
34,34,,2022-12-21,28-255,DET,@,PHI,L (-20),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,70.0,1.9444444444444444,0.0,70.6,1.961111111111111
35,35,,2022-12-23,28-257,DET,@,ATL,L (-25),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,71.0,1.9722222222222223,0.0,80.19999999999999,2.2277777777777774
36,36,,2022-12-26,28-260,DET,,LAC,L (-11),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,95.0,2.638888888888889,0.0,101.89999999999998,2.830555555555555
37,37,7,2022-12-28,28-262,DET,,ORL,W (+20),0,0:33,0.0,0.0,,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.6,0,0.0,0.0,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,0.0,86.0,2.388888888888889,1.2,100.4,2.788888888888889
38,38,,2022-12-30,28-264,DET,@,CHI,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,59.0,1.6388888888888888,0.0,68.69999999999999,1.908333333333333
39,39,,2022-12-31,28-265,DET,@,MIN,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,74.0,2.055555555555556,0.0,71.1,1.9749999999999999
40,40,8,2023-01-02,28-267,DET,@,POR,L (-29),0,5:42,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-1.1,-2,1.0,0.0,0.0,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,-1.0,70.0,1.9444444444444444,-1.1,69.2,1.9222222222222223
41,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,0.0,0.0,0.0,0.0,0.0
42,41,,2023-01-04,28-269,DET,@,GSW,W (+3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,89.0,2.4722222222222223,0.0,105.09999999999998,2.919444444444444
43,42,,2023-01-06,28-271,DET,@,SAS,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,96.0,2.6666666666666665,0.0,97.0,2.6944444444444446
44,43,9,2023-01-08,28-273,DET,,PHI,L (-12),0,12:54,3.0,3.0,1.000,0.0,0.0,,0,0.0,,2.0,2.0,4.0,0.0,1.0,0.0,0.0,3.0,6.0,6.9,-11,3.0,3.0,1.0,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,8.0,69.0,1.9166666666666667,6.9,72.3,2.0083333333333333
45,44,10,2023-01-10,28-275,DET,@,PHI,L (-31),1,20:39,2.0,5.0,.400,1.0,2.0,.500,0,0.0,,0.0,5.0,5.0,1.0,1.0,3.0,1.0,3.0,5.0,5.4,-22,3.0,1.0,0.3333333333333333,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,9.0,96.0,2.6666666666666665,5.4,113.1,3.1416666666666666
46,45,11,2023-01-11,28-276,DET,,MIN,W (+17),1,21:19,1.0,2.0,.500,0.0,0.0,,0,0.0,,1.0,4.0,5.0,2.0,3.0,4.0,1.0,2.0,2.0,8.3,0,2.0,1.0,0.5,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,13.0,78.0,2.1666666666666665,8.299999999999999,96.2,2.6722222222222225
47,46,12,2023-01-13,28-278,DET,,NOP,L (-6),1,19:00,2.0,3.0,.667,0.0,0.0,,0,0.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,3.5,-12,3.0,2.0,0.6666666666666666,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,4.0,113.0,3.138888888888889,3.5000000000000004,143.79999999999998,3.994444444444444
48,47,,2023-01-15,28-280,DET,,NYK,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,94.0,2.611111111111111,0.0,118.4,3.288888888888889
49,48,,2023-01-19,28-284,DET,,CHI,L (-18),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,74.0,2.055555555555556,0.0,97.0,2.6944444444444446
50,49,13,2023-01-23,28-288,DET,,MIL,L (-20),0,6:06,0.0,1.0,.000,0.0,0.0,,3,4.0,.750,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,-0.3,+1,1.0,0.0,0.0,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,-2.0,136.0,3.7777777777777777,-1.4999999999999998,159.0,4.416666666666667
