Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Cade Cunningham,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with Cam Thomas,Shared Games with David Duke Jr.,Shared Games with Day'Ron Sharpe,Shared Games with Edmond Sumner,Shared Games with Joe Harris,Shared Games with Kessler Edwards,Shared Games with Kevin Durant,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with Nic Claxton,Shared Games with Patty Mills,Shared Games with Royce O'Neale,Shared Games with Seth Curry,Shared Games with T.J. Warren,Shared Games with Yuta Watanabe,Shared Games with James Wiseman,Shared Games with Cameron Johnson,Shared Games with Dorian Finney-Smith,Shared Games with Mikal Bridges,Shared Games with Spencer Dinwiddie,Alondes Williams,Ben Simmons,Bogdan Bogdanović,Cam Thomas,Cameron Johnson,David Duke Jr.,Day'Ron Sharpe,Dorian Finney-Smith,Dru Smith,Edmond Sumner,Joe Harris,Mikal Bridges,Moses Brown,Nic Claxton,Patty Mills,Payton Pritchard,RaiQuan Gray,Royce O'Neale,Seth Curry,Spencer Dinwiddie,Yuta Watanabe,co_inf with Ben Simmons,co_inf with Bogdan Bogdanović,co_inf with Cam Thomas,co_inf with David Duke Jr.,co_inf with Day'Ron Sharpe,co_inf with Edmond Sumner,co_inf with Joe Harris,co_inf with Nic Claxton,co_inf with Patty Mills,co_inf with Payton Pritchard,co_inf with Royce O'Neale,co_inf with Seth Curry,co_inf with Yuta Watanabe,co_inf with Alondes Williams,co_inf with Cameron Johnson,co_inf with Dorian Finney-Smith,co_inf with Dru Smith,co_inf with Mikal Bridges,co_inf with Moses Brown,co_inf with RaiQuan Gray,co_inf with Spencer Dinwiddie,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
51,50,,2023-01-26,28-291,DET,@,BRK,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,140.0,3.888888888888889,0.0,163.60000000000002,4.544444444444445
52,51,,2023-01-28,28-293,DET,,HOU,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,89.0,2.4722222222222223,0.0,133.7,3.7138888888888886
53,52,,2023-01-30,28-295,DET,@,DAL,L (-6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,104.0,2.888888888888889,0.0,137.2,3.811111111111111
54,53,,2023-02-03,28-299,DET,,CHO,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,105.0,2.9166666666666665,0.0,126.6,3.5166666666666666
55,54,,2023-02-04,28-300,DET,,PHO,L (-16),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,81.0,2.25,0.0,111.8,3.1055555555555556
56,55,,2023-02-06,28-302,DET,,BOS,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,87.0,2.4166666666666665,0.0,109.6,3.0444444444444443
57,56,14,2023-02-08,28-304,DET,@,CLE,L (-28),0,3:22,0.0,2.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,-8,2.0,0.0,0.0,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,-1.0,53.0,1.4722222222222223,-1.5,66.69999999999999,1.8527777777777774
58,57,,2023-02-10,28-306,DET,,SAS,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,61.0,1.6944444444444444,0.0,79.3,2.2027777777777775
59,58,,2023-02-12,28-308,DET,@,TOR,L (-1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,67.0,1.8611111111111112,0.0,70.99999999999999,1.9722222222222219
60,59,,2023-02-15,28-311,DET,@,BOS,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,61.0,1.6944444444444444,0.0,81.69999999999997,2.269444444444444
61,60,,2023-02-23,28-319,DET,@,ORL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,78.0,2.1666666666666665,0.0,96.7,2.6861111111111113
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,0.0,0.0,0.0,0.0,0.0
63,61,,2023-02-25,28-321,DET,,TOR,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,46.0,1.2777777777777777,0.0,41.00000000000001,1.138888888888889
64,62,,2023-02-27,28-323,DET,@,CHO,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,92.0,2.555555555555556,0.0,108.4,3.011111111111111
65,63,15,2023-03-07,28-331,BRK,@,HOU,W (+22),0,17:48,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,3.0,5.0,2.0,-1.4,-4,1.0,1.0,1.0,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,2.0,65.0,1.805555555555556,-1.4000000000000004,79.7,2.213888888888889
66,64,16,2023-03-09,28-333,BRK,@,MIL,L (-5),1,18:08,0.0,3.0,.000,0.0,0.0,,0,0.0,,3.0,3.0,6.0,3.0,1.0,1.0,2.0,1.0,0.0,2.3,+2,3.0,0.0,0.0,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,6.0,58.0,1.6111111111111112,2.3,77.6,2.1555555555555554
67,65,,2023-03-10,28-334,BRK,@,MIN,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,104.0,2.888888888888889,0.0,125.8,3.4944444444444445
68,66,17,2023-03-12,28-336,BRK,@,DEN,W (+2),0,7:09,0.0,2.0,.000,0.0,0.0,,1,2.0,.500,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.2,-11,2.0,0.0,0.0,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,-2.0,110.0,3.055555555555556,-0.6,135.0,3.75
69,67,,2023-03-14,28-338,BRK,@,OKC,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,10,13,2,4,8,14,10,8,13,7,5,13,12,3,8,13,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,32.0,77.0,1.0,0.196078431372549,0.2203389830508474,0.6666666666666666,0.0,0.3333333333333333,0.1290322580645161,0.25,0.1923076923076923,0.16,0.1756756756756756,0.1044776119402985,0.3571428571428571,0.2063492063492063,0.1578947368421052,0.0714285714285714,0.25,0.1688311688311688,0.0,3,1,1,1,3,3,6,6,4,2,1,2,3,3,2,2,3,3,3,3,1.0,42.0,54.0,57.0,42.0,23.0,48.0,66.0,15.0,53.0,74.0,83.0,36.0,76.0,40.0,48.0,1,76.0,61.0,79.0,58.0,0.0,0.0,0.0526315789473684,0.0434782608695652,0.0208333333333333,0.0188679245283018,0.0405405405405405,0.0263157894736842,0.025,0.0,0.0263157894736842,0.0491803278688524,0.0344827586206896,0.0,0.0714285714285714,0.0454545454545454,0.0,0.036144578313253,0.0,0.0,0.0379746835443038,36,,59.0,1.6388888888888888,0.0,76.8,2.1333333333333333
