Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Russell Westbrook,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Max Christie,Patrick Beverley,Russell Westbrook,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Russell Westbrook,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Mike Conley,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Nickeil Alexander-Walker,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,Anthony Edwards,Austin Rivers,Bryn Forbes,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Mike Conley,Nathan Knight,Naz Reid,Nickeil Alexander-Walker,Rudy Gobert,Taurean Prince,Vit Krejci,Wendell Moore Jr.,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Mike Conley,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Nickeil Alexander-Walker,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Vit Krejci,co_inf with Wendell Moore Jr.,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
46,45,26,2023-01-23,25-281,MIN,@,HOU,L (-5),0,6:42,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.2,+2,0.0,0.0,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,1.0,73.0,2.147058823529412,1.2000000000000002,84.4,2.4823529411764707
47,46,27,2023-01-25,25-283,MIN,@,NOP,W (+9),0,9:00,1.0,2.0,.500,1.0,2.0,.500,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.6,+4,0.0,0.0,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,1.0,84.0,2.4705882352941178,1.6,97.79999999999998,2.8764705882352937
48,47,,2023-01-27,25-285,MIN,,MEM,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,91.0,2.676470588235294,0.0,99.79999999999998,2.935294117647058
49,48,,2023-01-28,25-286,MIN,,SAC,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,80.0,2.3529411764705883,0.0,88.39999999999999,2.5999999999999996
50,49,28,2023-01-30,25-288,MIN,,SAC,L (-7),0,3:21,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+6,0.0,0.0,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,0.0,54.0,1.588235294117647,0.0,60.10000000000001,1.7676470588235296
51,50,,2023-02-01,25-290,MIN,,GSW,W (+5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,65.0,1.911764705882353,0.0,80.9,2.3794117647058823
52,51,29,2023-02-03,25-292,MIN,,ORL,L (-7),0,15:07,3.0,6.0,.500,2.0,5.0,.400,0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,4.8,+5,1.0,1.0,1.0,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,3.0,91.0,2.676470588235294,4.8,90.9,2.673529411764706
53,52,30,2023-02-05,25-294,MIN,,DEN,W (+30),0,13:43,3.0,6.0,.500,2.0,5.0,.400,2,3.0,.667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,6.1,-1,1.0,1.0,1.0,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,2.0,73.0,2.147058823529412,5.299999999999999,70.5,2.073529411764706
54,53,31,2023-02-07,25-296,MIN,@,DEN,L (-34),0,22:25,4.0,8.0,.500,3.0,7.0,.429,0,0.0,,0.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,11.0,9.0,-4,1.0,1.0,1.0,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,8.0,73.0,2.147058823529412,9.0,87.59999999999998,2.5764705882352934
55,54,32,2023-02-08,25-297,MIN,@,UTA,W (+25),0,4:24,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5,0.0,0.0,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,0.0,71.0,2.088235294117647,0.0,79.79999999999998,2.3470588235294114
56,55,,2023-02-10,25-299,MIN,@,MEM,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,52.0,1.5294117647058822,0.0,62.7,1.8441176470588236
57,56,,2023-02-13,25-302,MIN,@,DAL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,60.0,1.7647058823529411,0.0,75.2,2.211764705882353
58,57,,2023-02-16,25-305,MIN,,WAS,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,44.0,1.2941176470588236,0.0,62.7,1.8441176470588236
59,58,,2023-02-24,25-313,MIN,,CHO,L (-8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,134.0,3.941176470588236,0.0,140.20000000000002,4.123529411764706
60,59,,2023-02-26,25-315,MIN,@,GSW,L (-5),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,63.0,1.8529411764705883,0.0,71.2,2.0941176470588236
61,60,,2023-02-28,25-317,MIN,@,LAC,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,79.0,2.323529411764706,0.0,103.1,3.0323529411764705
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,12,12,1,8,2,9,11,9,9,8,10,11,2,2,9,11,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,41.0,67.0,73.0,6.0,4.0,59.0,,76.0,68.0,0.2142857142857142,0.1875,0.1428571428571428,0.1951219512195122,0.0303030303030303,0.173076923076923,0.1571428571428571,0.1636363636363636,0.1607142857142857,0.1951219512195122,0.1492537313432835,0.1506849315068493,0.3333333333333333,0.0,0.0338983050847457,,0.1184210526315789,0.1617647058823529,9,22,19,6,22,20,5,3,1,19,10,2,11,21,2,17,6,11,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,67.0,38.0,68.0,59.0,70.0,54.0,29.0,29.0,0.2784810126582278,0.3653846153846153,0.24,0.2784810126582278,0.3076923076923077,0.1162790697674418,0.2,0.0344827586206896,0.2753623188405797,0.3571428571428571,0.0298507462686567,0.2894736842105263,0.3088235294117647,0.0338983050847457,0.2428571428571428,0.1111111111111111,0.0,0.3793103448275862,34,,0.0,0.0,0.0,0.0,0.0
