Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
55,54,54,2023-02-08,30-254,SAC,@,HOU,W (+2),1,33:07,5.0,10.0,.500,1.0,2.0,.500,5,5.0,1.000,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,16.0,11.6,+3,8.0,4.0,0.5,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,3.0,70.0,3.888888888888889,9.6,93.79999999999998,5.21111111111111
56,55,55,2023-02-10,30-256,SAC,,DAL,L (-8),1,31:26,3.0,9.0,.333,1.0,5.0,.200,1,1.0,1.000,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,8.0,4.8,+4,4.0,2.0,0.5,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,3.0,58.0,3.2222222222222223,4.399999999999998,73.3,4.072222222222222
57,56,56,2023-02-11,30-257,SAC,,DAL,W (+5),1,37:22,5.0,16.0,.313,1.0,5.0,.200,2,2.0,1.000,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,13.0,5.7,-14,11.0,4.0,0.3636363636363636,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,-1.0,83.0,4.611111111111111,4.900000000000001,98.5,5.472222222222222
58,57,57,2023-02-14,30-260,SAC,@,PHO,L (-11),1,35:52,4.0,8.0,.500,1.0,4.0,.250,2,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0,7.2,+2,4.0,3.0,0.75,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,3.0,55.0,3.055555555555556,6.4,67.4,3.744444444444445
59,58,58,2023-02-23,30-269,SAC,,POR,W (+17),1,23:44,5.0,8.0,.625,1.0,2.0,.500,4,5.0,.800,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,15.0,13.4,+4,6.0,4.0,0.6666666666666666,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,6.0,86.0,4.777777777777778,11.8,96.29999999999998,5.349999999999999
60,59,59,2023-02-24,30-270,SAC,@,LAC,W (+1),1,40:31,1.0,6.0,.167,1.0,4.0,.250,8,8.0,1.000,3.0,3.0,6.0,2.0,2.0,0.0,1.0,4.0,11.0,11.0,-4,2.0,0.0,0.0,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,6.0,103.0,5.722222222222222,7.799999999999999,135.8,7.544444444444445
61,60,60,2023-02-26,30-272,SAC,@,OKC,W (+9),1,32:57,4.0,10.0,.400,1.0,5.0,.200,0,0.0,,2.0,6.0,8.0,4.0,0.0,1.0,0.0,2.0,9.0,9.5,+24,5.0,3.0,0.6,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,12.0,72.0,4.0,9.5,85.69999999999999,4.76111111111111
62,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,,0.0,0.0,0.0,0.0,0.0
63,61,61,2023-02-28,30-274,SAC,@,OKC,W (+6),1,37:08,8.0,13.0,.615,4.0,5.0,.800,9,10.0,.900,1.0,8.0,9.0,3.0,0.0,1.0,2.0,0.0,29.0,26.6,+14,8.0,4.0,0.5,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,17.0,68.0,3.7777777777777777,23.000000000000007,69.19999999999999,3.8444444444444437
64,62,62,2023-03-03,30-277,SAC,,LAC,W (+1),1,36:56,6.0,11.0,.545,0.0,3.0,.000,8,8.0,1.000,1.0,6.0,7.0,0.0,0.0,0.0,1.0,3.0,20.0,15.0,-5,8.0,6.0,0.75,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,73.0,4.055555555555555,11.8,83.19999999999999,4.622222222222222
65,63,63,2023-03-04,30-278,SAC,,MIN,L (-4),1,37:26,7.0,13.0,.538,3.0,5.0,.600,3,3.0,1.000,0.0,4.0,4.0,1.0,0.0,0.0,2.0,1.0,20.0,13.2,-8,8.0,4.0,0.5,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,67.0,3.7222222222222223,11.999999999999998,89.5,4.972222222222222
66,64,64,2023-03-06,30-280,SAC,,NOP,W (+15),1,31:29,5.0,11.0,.455,1.0,5.0,.200,3,4.0,.750,0.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,14.0,12.6,0,6.0,4.0,0.6666666666666666,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,91.0,5.055555555555555,11.4,102.4,5.688888888888889
67,65,65,2023-03-09,30-283,SAC,,NYK,W (+5),1,38:18,4.0,9.0,.444,0.0,3.0,.000,2,3.0,.667,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,10.0,6.1,+12,6.0,4.0,0.6666666666666666,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,2.0,75.0,4.166666666666667,5.299999999999997,88.99999999999999,4.944444444444444
68,66,66,2023-03-11,30-285,SAC,@,PHO,W (+9),1,36:32,6.0,10.0,.600,1.0,4.0,.250,6,6.0,1.000,2.0,4.0,6.0,0.0,0.0,0.0,2.0,0.0,19.0,15.0,+1,6.0,5.0,0.8333333333333334,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,43.0,2.388888888888889,12.599999999999996,65.7,3.6500000000000004
69,67,67,2023-03-13,30-287,SAC,,MIL,L (-9),1,30:22,4.0,9.0,.444,3.0,8.0,.375,3,3.0,1.000,1.0,3.0,4.0,0.0,0.0,0.0,1.0,1.0,14.0,9.5,-17,1.0,1.0,1.0,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,5.0,91.0,5.055555555555555,8.299999999999999,95.5,5.305555555555555
70,68,68,2023-03-15,30-289,SAC,@,CHI,W (+3),1,35:41,3.0,10.0,.300,2.0,6.0,.333,9,10.0,.900,0.0,3.0,3.0,1.0,0.0,0.0,0.0,4.0,17.0,10.8,+13,4.0,1.0,0.25,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,1.0,68.0,3.7777777777777777,7.1999999999999975,71.19999999999999,3.955555555555555
71,69,69,2023-03-16,30-290,SAC,@,BRK,W (+5),1,30:30,2.0,6.0,.333,1.0,3.0,.333,6,7.0,.857,0.0,6.0,6.0,2.0,0.0,0.0,1.0,1.0,11.0,9.0,0,3.0,1.0,0.3333333333333333,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,5.0,50.0,2.7777777777777777,6.600000000000001,55.8,3.0999999999999996
72,70,70,2023-03-18,30-292,SAC,@,WAS,W (+14),1,27:21,3.0,7.0,.429,2.0,3.0,.667,3,3.0,1.000,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,11.0,9.2,+7,4.0,1.0,0.25,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,6.0,99.0,5.5,8.000000000000002,106.9,5.938888888888889
73,71,71,2023-03-20,30-294,SAC,@,UTA,L (-8),1,29:52,5.0,11.0,.455,2.0,4.0,.500,4,5.0,.800,2.0,4.0,6.0,2.0,0.0,0.0,0.0,3.0,16.0,12.7,+7,7.0,3.0,0.4285714285714285,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,8.0,67.0,3.7222222222222223,11.099999999999998,79.8,4.433333333333334
74,72,72,2023-03-21,30-295,SAC,,BOS,L (-23),1,24:59,3.0,7.0,.429,2.0,4.0,.500,3,4.0,.750,1.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,11.0,8.5,-12,3.0,1.0,0.3333333333333333,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,5.0,58.0,3.2222222222222223,7.299999999999999,68.1,3.783333333333333
75,73,73,2023-03-24,30-298,SAC,,PHO,W (+8),1,34:43,7.0,12.0,.583,2.0,5.0,.400,7,9.0,.778,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,18.2,+16,7.0,5.0,0.7142857142857143,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,5.0,81.0,4.5,15.400000000000002,96.2,5.344444444444445
76,74,74,2023-03-25,30-299,SAC,,UTA,W (+8),1,34:37,6.0,12.0,.500,2.0,3.0,.667,4,4.0,1.000,3.0,2.0,5.0,4.0,0.0,0.0,2.0,0.0,18.0,15.5,+13,9.0,4.0,0.4444444444444444,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,9.0,70.0,3.888888888888889,13.900000000000004,84.9,4.716666666666667
77,75,75,2023-03-27,30-301,SAC,,MIN,L (-4),1,35:07,5.0,12.0,.417,0.0,3.0,.000,9,11.0,.818,2.0,3.0,5.0,1.0,0.0,0.0,0.0,2.0,19.0,14.0,+2,9.0,5.0,0.5555555555555556,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,2.0,55.0,3.055555555555556,10.399999999999997,64.70000000000002,3.5944444444444454
78,76,76,2023-03-29,30-303,SAC,@,POR,W (+40),1,27:04,1.0,5.0,.200,0.0,2.0,.000,5,6.0,.833,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,7.6,+26,3.0,1.0,0.3333333333333333,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,3.0,92.0,5.111111111111111,5.6,97.4,5.411111111111111
79,77,77,2023-03-31,30-305,SAC,@,POR,W (+24),1,30:16,2.0,6.0,.333,1.0,4.0,.250,6,6.0,1.000,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,11.0,9.3,,2.0,1.0,0.5,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,2.0,114.0,6.333333333333333,6.9,115.3,6.405555555555555
80,78,78,2023-04-02,30-307,SAC,,SAS,L (-8),1,37:28,5.0,12.0,.417,1.0,3.0,.333,4,6.0,.667,2.0,2.0,4.0,1.0,2.0,0.0,3.0,1.0,15.0,9.1,-4,9.0,4.0,0.4444444444444444,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,1.0,64.0,3.555555555555556,7.5,89.0,4.944444444444445
81,79,79,2023-04-04,30-309,SAC,@,NOP,W (+18),1,31:29,5.0,9.0,.556,1.0,3.0,.333,5,5.0,1.000,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,16.0,15.4,+17,6.0,4.0,0.6666666666666666,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,6.0,90.0,5.0,13.4,92.89999999999998,5.16111111111111
82,80,80,2023-04-05,30-310,SAC,@,DAL,L (-4),1,29:38,7.0,14.0,.500,0.0,2.0,.000,2,2.0,1.000,4.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,16.0,11.3,-2,12.0,7.0,0.5833333333333334,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,5.0,77.0,4.277777777777778,10.500000000000002,81.09999999999998,4.505555555555555
83,Rk,G,Date,Age,Tm,,Opp,,GS,MP,0.0,0.0,FG%,,,3P%,FT,0.0,FT%,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,GmSc,+/-,,,,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,,0.0,0.0,0.0,0.0,0.0
84,81,81,2023-04-07,30-312,SAC,,GSW,L (-22),1,29:23,5.0,9.0,.556,1.0,3.0,.333,2,3.0,.667,2.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,13.0,12.4,-25,6.0,4.0,0.6666666666666666,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,35.0,1.9444444444444444,11.599999999999998,46.2,2.566666666666667
85,82,82,2023-04-09,30-314,SAC,@,DEN,L (-14),1,17:34,5.0,7.0,.714,5.0,7.0,.714,2,2.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,17.0,12.7,+17,0.0,0.0,,26,2,66,80,73,79,80,16,75,35,77,32,5,16,42,64,74,26.0,2.0,66.0,80.0,73.0,2.0,79.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,12.0,36.0,0.5833333333333334,0.0,18,7.0,51.0,2.833333333333333,11.9,57.79999999999998,3.2111111111111104
